fecha,abrir,max,min,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,volumen
"Nov 12, 2012",76.90,77.65,75.04,75.06,73.34,"410,000"
"Nov 9, 2012",75.55,77.59,75.45,76.32,74.57,"488,600"
"Nov 8, 2012",76.94,78.18,75.11,75.48,73.75,"691,200"
"Nov 7, 2012",79.99,79.99,76.95,77.14,75.37,"695,900"
"Nov 6, 2012",78.56,79.94,78.19,79.77,77.94,"391,700"
"Nov 5, 2012",78.35,78.50,77.09,78.25,76.46,"303,400"
"Nov 2, 2012",81.52,82.00,77.25,78.92,77.11,"2,392,900"
"Nov 1, 2012",84.24,87.66,83.32,86.35,84.37,"716,400"
"Oct 31, 2012",85.00,85.00,83.07,83.97,82.05,"601,000"
"Oct 26, 2012",84.62,85.51,83.48,83.60,81.68,"513,800"
"Oct 25, 2012",85.80,86.46,83.80,84.32,82.39,"199,200"
"Oct 24, 2012",86.81,86.96,84.52,85.00,83.05,"251,600"
"Oct 23, 2012",85.26,86.02,84.27,85.50,83.54,"264,200"
"Oct 22, 2012",86.34,86.73,84.75,85.61,83.65,"300,100"
"Oct 19, 2012",87.27,88.23,84.76,85.23,83.28,"452,000"
"Oct 18, 2012",90.54,90.71,86.70,88.43,86.40,"997,500"
"Oct 17, 2012",90.47,92.67,89.75,91.71,89.61,"717,000"
"Oct 16, 2012",87.23,90.53,87.21,90.28,88.21,"620,200"
"Oct 15, 2012",86.00,87.28,84.92,87.15,85.15,"254,200"
"Oct 12, 2012",85.83,86.03,84.33,84.82,82.88,"168,700"
"Oct 11, 2012",87.19,87.24,84.47,85.97,84.00,"288,200"
"Oct 10, 2012",85.73,86.75,84.92,86.28,84.30,"475,800"
"Oct 9, 2012",86.26,88.09,85.61,85.77,83.80,"576,500"
"Oct 8, 2012",87.19,88.08,86.05,86.80,84.81,"821,600"
"Oct 5, 2012",88.00,89.08,87.71,87.93,85.92,"718,300"
"Oct 4, 2012",86.95,88.09,86.43,87.95,85.93,"512,100"
"Oct 3, 2012",86.15,86.37,85.02,86.26,84.28,"513,700"
"Oct 2, 2012",85.20,86.39,84.96,85.37,83.41,"570,800"
"Oct 1, 2012",84.30,85.56,82.50,84.95,83.00,"909,500"
"Sep 28, 2012",81.97,83.34,81.93,82.55,80.66,"627,400"
"Sep 27, 2012",80.87,82.16,79.62,81.93,80.05,"425,800"
"Sep 26, 2012",81.27,81.63,79.54,80.27,78.43,"492,600"
"Sep 25, 2012",82.94,83.17,80.88,81.08,79.12,"512,000"
"Sep 24, 2012",82.10,83.49,81.64,82.20,80.21,"560,100"
"Sep 21, 2012",84.45,86.19,82.54,83.13,81.12,"1,047,400"
"Sep 20, 2012",87.87,87.87,85.07,86.02,83.94,"458,200"
"Sep 19, 2012",87.98,89.42,87.65,88.68,86.53,"388,600"
"Sep 18, 2012",87.68,88.90,87.68,88.26,86.12,"375,200"
"Sep 17, 2012",89.98,89.98,87.36,88.53,86.39,"401,900"
"Sep 14, 2012",84.43,89.78,84.40,88.57,86.42,"1,024,400"
"Sep 13, 2012",82.99,84.83,81.80,84.50,82.45,"448,300"
"Sep 12, 2012",83.07,83.28,81.95,82.54,80.54,"250,400"
"Sep 11, 2012",82.72,83.00,81.88,82.52,80.52,"315,800"
"Sep 10, 2012",82.72,83.80,82.19,83.07,81.06,"486,400"
"Sep 7, 2012",82.14,83.44,81.38,82.87,80.86,"291,700"
"Sep 6, 2012",81.42,83.00,80.45,82.14,80.15,"403,200"
"Sep 5, 2012",80.25,81.60,79.76,79.87,77.93,"332,300"
"Sep 4, 2012",79.63,81.08,79.00,80.66,78.71,"382,800"
"Aug 31, 2012",79.75,80.75,78.53,79.58,77.65,"576,500"
"Aug 30, 2012",78.92,79.79,78.37,79.11,77.19,"290,400"
"Aug 29, 2012",79.59,79.89,78.53,79.03,77.12,"405,400"
"Aug 28, 2012",79.15,80.14,78.84,79.35,77.43,"492,900"
"Aug 27, 2012",81.09,81.60,78.97,79.35,77.43,"611,000"
"Aug 24, 2012",80.65,81.66,79.95,80.50,78.55,"581,400"
"Aug 23, 2012",82.42,82.99,80.49,80.50,78.55,"479,700"
"Aug 22, 2012",83.64,83.64,82.38,82.51,80.51,"500,300"
"Aug 21, 2012",85.93,86.23,83.16,83.43,81.41,"380,700"
"Aug 20, 2012",84.88,85.91,83.72,84.66,82.61,"731,500"
"Aug 17, 2012",87.53,87.98,84.98,85.21,83.15,"589,800"
"Aug 16, 2012",84.83,87.88,84.30,86.85,84.75,"681,500"
"Aug 15, 2012",84.85,85.78,84.26,84.82,82.76,"499,400"
"Aug 14, 2012",86.61,86.68,84.64,85.08,83.02,"417,500"
"Aug 13, 2012",85.53,86.75,85.06,85.82,83.74,"298,200"
"Aug 10, 2012",85.63,87.00,84.82,85.80,83.72,"923,500"
"Aug 9, 2012",86.15,87.21,85.10,85.76,83.68,"666,800"
"Aug 8, 2012",88.76,89.00,85.26,85.85,83.77,"961,100"
"Aug 7, 2012",86.88,90.91,86.55,88.87,86.72,"1,057,800"
"Aug 6, 2012",82.85,87.53,82.77,86.02,83.94,"1,278,400"
"Aug 3, 2012",78.82,84.89,77.11,82.68,80.68,"3,047,500"
"Aug 2, 2012",65.48,67.34,64.50,66.52,64.91,"890,300"
"Aug 1, 2012",66.98,67.65,64.18,65.52,63.93,"1,111,300"
"Jul 31, 2012",69.79,70.42,66.63,66.81,65.19,"905,300"
"Jul 30, 2012",70.07,72.00,67.78,70.00,68.30,"2,103,100"
"Jul 27, 2012",73.68,77.17,73.41,75.71,73.88,"568,500"
"Jul 26, 2012",71.50,73.70,71.21,73.25,71.48,"483,400"
"Jul 25, 2012",70.22,70.61,69.49,69.94,68.25,"485,600"
"Jul 24, 2012",71.73,71.76,69.87,70.03,68.33,"456,600"
"Jul 23, 2012",71.59,72.42,70.01,71.26,69.53,"301,300"
"Jul 20, 2012",72.85,73.81,71.25,73.65,71.87,"362,000"
"Jul 19, 2012",72.89,74.39,72.28,73.48,71.70,"301,600"
"Jul 18, 2012",70.11,72.99,70.05,71.89,70.15,"591,700"
"Jul 17, 2012",71.63,72.10,68.15,70.11,68.41,"720,000"
"Jul 16, 2012",74.93,74.93,71.31,71.74,70.00,"343,200"
"Jul 13, 2012",72.47,74.49,72.35,74.26,72.46,"233,800"
"Jul 12, 2012",72.12,72.98,70.06,72.32,70.57,"368,100"
"Jul 11, 2012",72.66,73.79,71.10,72.48,70.72,"449,600"
"Jul 10, 2012",75.76,76.06,72.37,72.56,70.80,"419,200"
"Jul 9, 2012",77.18,77.18,73.31,74.83,73.02,"689,900"
"Jul 6, 2012",78.99,79.47,77.01,77.66,75.78,"449,600"
"Jul 5, 2012",80.63,80.75,78.57,79.83,77.90,"498,200"
"Jul 3, 2012",79.64,80.66,79.04,80.63,78.68,"221,900"
"Jul 2, 2012",77.11,79.55,76.31,79.26,77.34,"720,800"
"Jun 29, 2012",73.99,76.17,73.01,75.80,73.96,"351,500"
"Jun 28, 2012",73.05,73.57,70.82,71.36,69.63,"463,600"
"Jun 27, 2012",73.49,74.46,73.10,73.26,71.49,"414,400"
"Jun 26, 2012",70.07,74.46,70.02,73.70,71.81,"810,000"
"Jun 25, 2012",69.09,70.39,68.63,69.82,68.03,"388,900"
"Jun 22, 2012",69.93,70.99,69.19,70.59,68.78,"253,700"
"Jun 21, 2012",70.91,71.42,68.78,69.49,67.71,"481,900"
"Jun 20, 2012",70.46,71.85,69.76,70.67,68.86,"336,900"
"Jun 19, 2012",69.83,71.19,69.50,70.12,68.32,"367,300"
"Jun 18, 2012",68.59,69.74,67.32,69.47,67.69,"370,600"
"Jun 15, 2012",67.65,68.96,67.41,68.47,66.71,"246,700"
"Jun 14, 2012",67.00,67.96,65.57,67.59,65.85,"549,400"
"Jun 13, 2012",67.63,69.99,65.80,66.73,65.02,"722,900"
"Jun 12, 2012",70.29,71.23,67.10,68.37,66.61,"677,600"
"Jun 11, 2012",71.81,72.45,69.66,69.83,68.04,"316,400"
"Jun 8, 2012",71.50,72.37,70.24,71.52,69.68,"452,000"
"Jun 7, 2012",74.63,75.56,71.69,71.90,70.05,"395,600"
"Jun 6, 2012",72.14,74.10,72.12,73.12,71.24,"365,500"
"Jun 5, 2012",67.08,72.07,66.40,71.82,69.98,"748,500"
"Jun 4, 2012",66.73,68.77,66.25,67.21,65.48,"671,000"
"Jun 1, 2012",68.05,69.20,65.81,68.17,66.42,"1,360,600"
"May 31, 2012",73.05,73.13,68.95,70.24,68.44,"1,564,800"
"May 30, 2012",72.96,73.96,71.65,73.80,71.91,"584,600"
"May 29, 2012",76.90,76.90,73.44,74.13,72.23,"778,700"
"May 25, 2012",74.23,75.27,73.26,74.73,72.81,"408,600"
"May 24, 2012",77.36,77.36,73.76,74.73,72.81,"504,900"
"May 23, 2012",75.93,76.80,73.80,76.63,74.66,"782,000"
"May 22, 2012",74.89,77.19,74.81,76.36,74.40,"838,700"
"May 21, 2012",73.25,76.18,72.12,75.80,73.85,"597,700"
"May 18, 2012",72.87,75.02,72.01,72.67,70.80,"711,000"
"May 17, 2012",76.19,76.48,72.55,72.63,70.77,"854,300"
"May 16, 2012",74.50,77.19,74.46,76.04,74.09,"928,100"
"May 15, 2012",74.24,76.15,74.09,74.37,72.46,"535,000"
"May 14, 2012",75.14,76.80,74.04,74.15,72.25,"805,100"
"May 11, 2012",76.38,78.21,75.65,76.31,74.35,"586,200"
"May 10, 2012",78.01,78.90,76.10,77.30,75.32,"917,000"
"May 9, 2012",79.00,81.98,75.81,77.08,75.10,"4,731,600"
"May 8, 2012",88.40,89.13,86.39,87.99,85.73,"1,501,900"
"May 7, 2012",87.96,90.34,86.00,89.63,87.33,"968,400"
"May 4, 2012",93.71,93.97,91.76,92.86,90.48,"679,600"
"May 3, 2012",98.40,98.76,93.93,94.02,91.61,"560,200"
"May 2, 2012",98.51,99.09,97.00,97.61,95.10,"637,100"
"May 1, 2012",97.65,101.35,96.51,99.34,96.79,"700,300"
"Apr 30, 2012",95.01,99.50,92.71,96.74,94.26,"817,500"
"Apr 27, 2012",93.20,95.25,92.64,94.85,92.42,"461,600"
"Apr 26, 2012",91.00,92.89,90.69,92.47,90.10,"268,400"
"Apr 25, 2012",88.98,91.80,88.37,91.57,89.22,"332,700"
"Apr 24, 2012",88.83,89.09,87.32,88.07,85.81,"325,100"
"Apr 23, 2012",89.07,89.34,86.86,88.62,86.35,"575,700"
"Apr 20, 2012",91.83,92.67,90.36,90.48,88.16,"294,200"
"Apr 19, 2012",91.45,94.56,90.47,91.44,89.09,"457,100"
"Apr 18, 2012",91.73,92.27,90.17,90.56,88.24,"897,900"
"Apr 17, 2012",91.68,94.48,91.58,92.54,90.16,"723,200"
"Apr 16, 2012",97.06,97.07,91.86,91.97,89.61,"437,500"
"Apr 13, 2012",97.39,98.11,95.80,96.60,94.12,"248,200"
"Apr 12, 2012",94.51,97.78,93.98,97.60,95.09,"236,800"
"Apr 11, 2012",94.43,96.33,93.75,95.29,92.84,"290,300"
"Apr 10, 2012",96.60,98.65,92.17,93.28,90.89,"401,700"
"Apr 9, 2012",95.45,97.46,95.12,96.53,94.05,"186,700"
"Apr 5, 2012",96.03,97.83,95.03,96.96,94.47,"456,600"
"Apr 4, 2012",99.43,99.43,95.00,96.78,94.30,"498,200"
"Apr 3, 2012",97.50,101.72,97.08,100.13,97.56,"627,600"
"Apr 2, 2012",97.39,98.55,96.24,97.47,94.97,"306,900"
"Mar 30, 2012",99.48,99.99,97.30,97.79,95.28,"203,800"
"Mar 29, 2012",101.23,101.99,98.88,98.96,96.42,"280,000"
"Mar 28, 2012",101.75,102.27,100.24,101.77,99.16,"516,600"
"Mar 27, 2012",102.24,102.98,101.55,101.82,99.10,"287,400"
"Mar 26, 2012",98.01,101.85,98.01,101.76,99.04,"548,900"
"Mar 23, 2012",96.99,97.64,95.92,97.26,94.66,"251,700"
"Mar 22, 2012",97.58,97.98,95.94,96.48,93.90,"387,700"
"Mar 21, 2012",97.60,99.08,96.34,98.31,95.68,"238,400"
"Mar 20, 2012",96.27,97.60,94.70,97.29,94.69,"262,100"
"Mar 19, 2012",97.80,97.98,96.27,97.64,95.03,"256,300"
"Mar 16, 2012",97.82,98.48,97.27,97.72,95.11,"210,500"
"Mar 15, 2012",96.54,98.50,96.04,97.62,95.01,"152,600"
"Mar 14, 2012",96.14,96.84,95.17,96.06,93.49,"404,300"
"Mar 13, 2012",95.88,96.64,94.47,96.16,93.59,"365,400"
"Mar 12, 2012",95.69,98.45,94.51,95.56,93.01,"388,000"
"Mar 9, 2012",94.78,97.08,94.74,96.01,93.45,"339,500"
"Mar 8, 2012",95.56,96.32,94.02,95.23,92.69,"426,900"
"Mar 7, 2012",94.65,95.83,93.31,94.65,92.12,"335,200"
"Mar 6, 2012",95.96,95.96,91.38,93.05,90.56,"778,300"
"Mar 5, 2012",100.17,100.17,97.08,97.53,94.92,"298,500"
"Mar 2, 2012",98.32,102.14,98.12,99.90,97.23,"514,900"
"Mar 1, 2012",98.03,98.96,96.58,97.67,95.06,"973,100"
"Feb 29, 2012",101.99,102.00,97.10,97.31,94.71,"621,600"
"Feb 28, 2012",103.34,103.34,99.80,101.10,98.40,"550,200"
"Feb 27, 2012",98.13,104.50,98.13,102.75,100.01,"864,500"
"Feb 24, 2012",94.66,101.88,94.50,98.72,96.08,"1,360,300"
"Feb 23, 2012",94.80,97.50,93.19,97.00,94.41,"1,182,100"
"Feb 22, 2012",97.03,98.00,94.86,97.72,95.11,"447,500"
"Feb 21, 2012",96.82,99.98,96.33,97.05,94.46,"779,400"
"Feb 17, 2012",97.66,98.48,94.92,96.16,93.59,"463,200"
"Feb 16, 2012",99.58,101.84,93.59,96.88,94.29,"1,104,300"
"Feb 15, 2012",96.80,100.43,95.10,99.24,96.59,"1,103,000"
"Feb 14, 2012",95.12,96.29,94.01,95.23,92.69,"336,800"
"Feb 13, 2012",94.14,96.49,92.83,95.48,92.93,"405,700"
"Feb 10, 2012",93.62,94.22,92.17,92.78,90.30,"357,200"
"Feb 9, 2012",94.16,95.98,93.22,94.23,91.71,"290,000"
"Feb 8, 2012",94.06,94.85,91.35,93.95,91.44,"426,700"
"Feb 7, 2012",95.03,95.90,93.13,93.88,91.37,"357,900"
"Feb 6, 2012",96.05,98.75,94.84,95.69,93.13,"853,500"
"Feb 3, 2012",94.85,96.89,93.09,96.70,94.12,"791,600"
"Feb 2, 2012",92.19,94.88,91.05,93.45,90.95,"669,600"
"Feb 1, 2012",88.00,90.67,86.11,90.64,88.22,"658,900"
"Jan 31, 2012",88.93,89.34,86.49,87.40,85.07,"321,800"
"Jan 30, 2012",89.73,89.73,87.60,87.93,85.58,"192,700"
"Jan 27, 2012",87.46,90.04,87.11,89.90,87.50,"201,700"
"Jan 26, 2012",89.14,91.45,87.66,88.03,85.68,"274,400"
"Jan 25, 2012",89.46,89.80,87.57,88.45,86.09,"237,500"
"Jan 24, 2012",87.31,90.59,87.06,88.54,86.17,"329,800"
"Jan 23, 2012",87.85,88.41,86.87,87.45,85.11,"228,400"
"Jan 20, 2012",87.14,88.88,86.47,87.40,85.07,"340,300"
"Jan 19, 2012",87.35,89.18,86.50,87.88,85.53,"932,800"
"Jan 18, 2012",86.85,87.77,86.23,86.95,84.63,"580,000"
"Jan 17, 2012",87.13,88.00,86.34,86.85,84.53,"342,000"
"Jan 13, 2012",86.20,86.88,83.49,86.72,84.40,"382,900"
"Jan 12, 2012",84.46,86.89,82.49,86.51,84.20,"584,200"
"Jan 11, 2012",83.48,85.79,83.39,83.76,81.52,"345,800"
"Jan 10, 2012",81.13,85.25,81.13,83.70,81.46,"581,600"
"Jan 9, 2012",80.56,81.53,79.85,80.25,78.11,"282,900"
"Jan 6, 2012",81.50,82.13,80.08,80.60,78.45,"329,900"
"Jan 5, 2012",80.01,82.47,79.38,81.81,79.62,"468,700"
"Jan 4, 2012",80.28,81.20,77.48,80.47,78.32,"723,700"
"Jan 3, 2012",81.95,82.77,80.37,81.80,79.61,"546,300"
"Dec 30, 2011",80.55,81.48,79.06,79.54,77.42,"394,600"
"Dec 29, 2011",80.32,80.98,79.93,80.25,78.11,"538,600"
"Dec 28, 2011",81.68,81.99,79.84,80.40,78.25,"280,300"
"Dec 27, 2011",82.35,83.23,81.55,81.67,79.41,"190,900"
"Dec 23, 2011",83.51,84.00,81.11,82.40,80.12,"328,900"
"Dec 22, 2011",81.76,83.87,81.33,83.58,81.27,"521,900"
"Dec 21, 2011",86.35,86.35,80.29,81.77,79.51,"582,900"
"Dec 20, 2011",84.09,86.41,84.09,85.99,83.61,"277,500"
"Dec 19, 2011",85.07,85.47,83.00,83.22,80.92,"250,300"
"Dec 16, 2011",84.53,85.75,82.49,84.10,81.77,"479,300"
"Dec 15, 2011",87.55,88.66,83.34,84.25,81.92,"839,200"
"Dec 14, 2011",88.21,88.57,86.00,87.09,84.68,"577,100"
"Dec 13, 2011",91.94,92.85,88.42,89.16,86.69,"712,100"
"Dec 12, 2011",91.17,91.95,89.27,90.65,88.14,"595,000"
"Dec 9, 2011",89.64,93.48,89.62,92.65,90.09,"332,400"
"Dec 8, 2011",92.64,93.33,88.91,89.31,86.84,"746,600"
"Dec 7, 2011",94.48,94.97,91.89,93.69,91.10,"893,200"
"Dec 6, 2011",91.49,95.48,90.62,94.62,92.00,"2,575,000"
"Dec 5, 2011",87.29,92.75,85.54,91.04,88.52,"1,553,800"
"Dec 2, 2011",88.25,88.27,85.11,85.34,82.98,"303,400"
"Dec 1, 2011",86.95,88.81,85.52,86.06,83.68,"377,100"
"Nov 30, 2011",88.75,88.75,87.05,87.69,85.26,"484,300"
"Nov 29, 2011",84.03,86.13,83.48,84.81,82.46,"318,200"
"Nov 28, 2011",81.98,85.52,81.98,84.81,82.46,"573,500"
"Nov 25, 2011",80.56,81.92,80.00,80.46,78.23,"247,500"
"Nov 23, 2011",83.30,83.30,80.05,80.56,78.33,"727,600"
"Nov 22, 2011",81.87,83.21,80.82,82.04,79.77,"605,300"
"Nov 21, 2011",81.56,82.16,80.00,81.78,79.52,"1,040,800"
"Nov 18, 2011",86.64,86.96,82.76,83.15,80.85,"393,500"
"Nov 17, 2011",85.44,87.08,84.35,86.60,84.20,"701,700"
"Nov 16, 2011",85.00,86.85,84.19,85.39,83.03,"584,800"
"Nov 15, 2011",86.40,86.40,83.91,85.19,82.83,"529,400"
"Nov 14, 2011",85.04,87.47,85.04,86.31,83.92,"697,200"
"Nov 11, 2011",86.00,86.58,85.13,85.49,83.12,"380,200"
"Nov 10, 2011",86.00,86.63,83.43,85.42,83.06,"349,300"
"Nov 9, 2011",84.79,87.25,84.58,85.28,82.92,"452,500"
"Nov 8, 2011",88.49,89.99,86.78,87.55,85.13,"557,500"
"Nov 7, 2011",87.88,88.71,86.15,87.68,85.25,"834,500"
"Nov 4, 2011",82.00,87.13,81.87,86.11,83.73,"965,600"
"Nov 3, 2011",76.61,85.58,76.61,83.04,80.74,"5,101,400"
"Nov 2, 2011",64.30,65.90,62.11,63.42,61.67,"1,064,200"
"Nov 1, 2011",62.73,63.00,61.26,62.56,60.83,"655,500"
"Oct 31, 2011",66.82,66.82,64.35,65.20,63.40,"685,500"
"Oct 28, 2011",69.20,69.59,68.10,68.75,66.85,"414,200"
"Oct 27, 2011",68.31,69.21,67.01,69.01,67.10,"788,400"
"Oct 26, 2011",66.19,67.22,64.00,65.79,63.97,"467,800"
"Oct 25, 2011",66.66,67.10,64.59,64.68,62.89,"341,500"
"Oct 24, 2011",64.71,68.12,64.71,67.42,65.55,"375,600"
"Oct 21, 2011",62.10,67.86,62.10,64.61,62.82,"1,011,600"
"Oct 20, 2011",60.99,61.40,58.04,61.25,59.56,"659,900"
"Oct 19, 2011",61.24,63.34,60.51,61.16,59.47,"510,700"
"Oct 18, 2011",61.26,61.43,59.26,61.14,59.45,"516,900"
"Oct 17, 2011",61.34,61.80,60.22,61.08,59.39,"302,500"
"Oct 14, 2011",62.01,62.63,61.16,61.84,60.13,"333,400"
"Oct 13, 2011",58.71,60.31,58.04,60.12,58.46,"324,600"
"Oct 12, 2011",60.86,60.86,58.91,58.99,57.36,"476,600"
"Oct 11, 2011",58.90,60.81,58.13,59.99,58.33,"429,900"
"Oct 10, 2011",58.06,60.11,57.91,59.28,57.64,"405,500"
"Oct 7, 2011",57.17,58.22,55.78,57.16,55.58,"628,400"
"Oct 6, 2011",55.75,57.24,55.75,56.77,55.20,"335,300"
"Oct 5, 2011",53.02,55.65,51.40,55.23,53.70,"680,200"
"Oct 4, 2011",49.14,53.19,48.96,53.13,51.66,"969,500"
"Oct 3, 2011",52.96,52.96,48.30,49.53,48.16,"933,500"
"Sep 30, 2011",55.33,56.30,52.05,53.75,52.26,"774,000"
"Sep 29, 2011",57.02,57.99,54.20,56.83,55.26,"607,700"
"Sep 28, 2011",58.44,58.95,56.08,56.25,54.69,"443,800"
"Sep 27, 2011",58.63,59.99,57.50,58.71,57.01,"850,600"
"Sep 26, 2011",59.07,59.72,54.01,56.70,55.06,"1,755,800"
"Sep 23, 2011",60.48,61.68,58.50,58.98,57.27,"573,100"
"Sep 22, 2011",61.12,62.23,58.01,60.68,58.92,"1,079,600"
"Sep 21, 2011",68.26,68.54,63.82,64.10,62.24,"375,800"
"Sep 20, 2011",69.39,70.88,67.70,68.27,66.29,"633,000"
"Sep 19, 2011",67.64,69.21,66.36,68.55,66.56,"343,200"
"Sep 16, 2011",68.50,68.95,67.97,68.38,66.40,"397,100"
"Sep 15, 2011",69.65,69.65,67.52,69.03,67.03,"439,700"
"Sep 14, 2011",67.57,69.54,67.40,68.71,66.72,"285,200"
"Sep 13, 2011",66.08,67.74,66.08,67.40,65.45,"155,600"
"Sep 12, 2011",63.57,66.19,63.00,65.97,64.06,"621,500"
"Sep 9, 2011",68.51,68.51,65.00,65.76,63.85,"494,200"
"Sep 8, 2011",68.26,70.16,68.26,69.43,67.42,"410,400"
"Sep 7, 2011",66.62,69.28,66.62,69.14,67.14,"355,200"
"Sep 6, 2011",65.07,66.00,63.48,65.79,63.88,"357,400"
"Sep 2, 2011",66.60,68.69,66.09,67.80,65.83,"397,200"
"Sep 1, 2011",67.40,69.12,66.75,68.23,66.25,"283,400"
"Aug 31, 2011",69.16,69.93,66.48,67.38,65.43,"411,000"
"Aug 30, 2011",67.02,69.51,66.76,68.77,66.78,"220,700"
"Aug 29, 2011",65.79,68.05,65.60,67.53,65.57,"206,400"
"Aug 26, 2011",62.14,65.46,61.76,64.91,63.03,"215,700"
"Aug 25, 2011",64.38,64.98,62.55,62.75,60.93,"215,200"
"Aug 24, 2011",63.36,65.16,62.78,64.24,62.38,"534,800"
"Aug 23, 2011",60.23,63.59,59.00,63.59,61.75,"347,500"
"Aug 22, 2011",61.43,62.09,59.71,60.15,58.41,"337,000"
"Aug 19, 2011",60.45,63.35,59.88,60.20,58.45,"449,600"
"Aug 18, 2011",65.89,65.89,61.32,62.21,60.41,"1,016,400"
"Aug 17, 2011",67.89,69.72,67.84,68.64,66.65,"564,300"
"Aug 16, 2011",67.99,68.76,66.59,67.85,65.88,"548,300"
"Aug 15, 2011",69.12,69.91,68.00,69.14,67.14,"441,000"
"Aug 12, 2011",67.63,69.45,67.63,68.50,66.51,"885,500"
"Aug 11, 2011",62.86,67.25,62.56,66.19,64.27,"573,700"
"Aug 10, 2011",62.33,64.97,60.28,62.53,60.72,"764,200"
"Aug 9, 2011",58.60,63.46,58.00,63.22,61.39,"1,297,300"
"Aug 8, 2011",58.31,61.29,58.00,58.31,56.62,"1,127,400"
"Aug 5, 2011",64.99,65.00,58.52,62.24,60.44,"1,493,800"
"Aug 4, 2011",69.35,69.52,62.41,64.06,62.20,"2,256,100"
"Aug 3, 2011",74.85,75.46,71.10,72.29,70.19,"1,122,100"
"Aug 2, 2011",77.73,79.18,74.01,74.32,72.17,"539,000"
"Aug 1, 2011",81.01,81.19,77.91,78.85,76.56,"289,700"
"Jul 29, 2011",78.33,80.48,76.40,79.42,77.12,"380,100"
"Jul 28, 2011",78.38,80.33,77.02,79.46,77.16,"319,000"
"Jul 27, 2011",80.34,81.43,77.83,78.43,76.16,"426,300"
"Jul 26, 2011",80.84,82.00,80.21,80.87,78.53,"244,300"
"Jul 25, 2011",81.11,82.78,80.14,80.35,78.02,"209,600"
"Jul 22, 2011",80.37,82.33,80.37,82.04,79.66,"370,300"
"Jul 21, 2011",77.31,81.41,76.71,80.35,78.02,"706,900"
"Jul 20, 2011",79.12,79.30,75.90,76.73,74.51,"228,600"
"Jul 19, 2011",76.84,79.06,76.81,78.46,76.19,"388,700"
"Jul 18, 2011",78.50,78.72,75.52,76.00,73.80,"395,900"
"Jul 15, 2011",78.91,79.68,78.21,78.98,76.69,"346,600"
"Jul 14, 2011",80.05,80.20,77.31,77.64,75.39,"253,000"
"Jul 13, 2011",79.45,80.76,78.98,79.31,77.01,"518,500"
"Jul 12, 2011",80.02,80.29,78.20,78.52,76.24,"537,600"
"Jul 11, 2011",81.49,82.59,79.75,80.48,78.15,"422,700"
"Jul 8, 2011",83.93,83.97,81.15,83.04,80.63,"469,400"
"Jul 7, 2011",83.81,85.70,83.31,85.06,82.59,"538,200"
"Jul 6, 2011",82.00,83.10,81.57,82.86,80.46,"440,900"
"Jul 5, 2011",81.51,82.49,80.55,82.22,79.84,"438,600"
"Jul 1, 2011",78.35,81.86,77.83,81.55,79.19,"653,800"
"Jun 30, 2011",76.82,79.58,76.49,79.34,77.04,"1,053,000"
"Jun 29, 2011",76.61,76.89,74.84,75.11,72.93,"834,400"
"Jun 28, 2011",78.01,78.25,75.59,75.96,73.76,"1,360,200"
"Jun 27, 2011",77.65,79.48,77.14,78.57,76.21,"225,800"
"Jun 24, 2011",78.44,79.54,77.00,77.31,74.99,"269,000"
"Jun 23, 2011",75.73,78.41,75.00,78.41,76.06,"310,200"
"Jun 22, 2011",78.99,79.17,76.81,76.89,74.58,"475,700"
"Jun 21, 2011",75.10,79.69,74.84,79.27,76.89,"1,188,800"
"Jun 20, 2011",74.45,75.22,73.35,74.33,72.10,"1,066,700"
"Jun 17, 2011",77.05,77.05,75.49,76.02,73.74,"599,400"
"Jun 16, 2011",76.58,77.39,74.40,75.91,73.63,"444,400"
"Jun 15, 2011",79.00,79.18,75.76,76.20,73.92,"656,700"
"Jun 14, 2011",78.11,80.58,78.11,80.27,77.86,"439,600"
"Jun 13, 2011",78.91,79.31,75.25,77.31,74.99,"758,300"
"Jun 10, 2011",78.94,79.87,77.31,78.86,76.50,"644,100"
"Jun 9, 2011",78.33,80.49,77.39,79.92,77.52,"647,000"
"Jun 8, 2011",81.14,81.68,77.51,78.33,75.98,"835,500"
"Jun 7, 2011",81.12,82.60,79.03,81.74,79.29,"1,148,600"
"Jun 6, 2011",89.66,90.26,81.67,82.16,79.70,"1,633,800"
"Jun 3, 2011",88.48,92.25,87.72,89.68,86.99,"872,600"
"Jun 2, 2011",87.63,89.81,87.23,89.70,87.01,"624,700"
"Jun 1, 2011",88.46,92.25,87.83,88.00,85.36,"1,282,500"
"May 31, 2011",89.15,90.00,85.99,88.12,85.48,"809,800"
"May 27, 2011",87.00,88.47,86.65,88.03,85.39,"600,300"
"May 26, 2011",87.00,87.54,86.25,87.08,84.47,"357,300"
"May 25, 2011",85.34,87.19,84.52,87.01,84.40,"365,300"
"May 24, 2011",86.88,87.66,85.41,85.91,83.33,"377,200"
"May 23, 2011",86.97,87.69,85.59,86.20,83.62,"377,800"
"May 20, 2011",88.66,89.68,88.01,88.19,85.55,"360,100"
"May 19, 2011",88.38,89.92,88.04,88.97,86.30,"925,900"
"May 18, 2011",86.49,88.51,86.42,88.00,85.36,"971,100"
"May 17, 2011",84.12,87.06,83.74,86.42,83.83,"399,400"
